"applicability","country","identifier","message","name","otherReasonInfo","reason","region","regulationExemption","restriction","restrictionConditions","type","uSpaceClass","zoneAuthority_contactName","zoneAuthority_email","zoneAuthority_intervalBefore","zoneAuthority_name","zoneAuthority_phone","zoneAuthority_purpose","zoneAuthority_service","zoneAuthority_siteURL"
"NO","FXX","79","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 192 S] RUN CEVENNES","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","80","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 192 W] RUN CEVENNES","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","81","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 214] CORNOUAILLES","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","82","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 216] BOIS L'EVEQUE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","83","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 226 A] ETAMPES OUEST","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","84","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 226 B] ETAMPES EST","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","85","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 227 A] BREUILPONT","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","86","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 227 B] HOUDAN NORD","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","87","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 227 C] HOUDAN SUD","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","88","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 236]","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","89","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 237] GARCHY","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","90","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 244] CARRIERES DE VOUTRE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","91","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 253] HARTH NORD","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","92","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 273] CNPP","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","93","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 526 A] OBERHOFFEN","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","94","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 526 B] OBERHOFFEN","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","95","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 568 A] FRILEUSE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","96","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 568 B] FRILEUSE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","97","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 580] FRASSELLI","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","98","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 588] VERNON","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","99","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 595] LASER HAUTE PROVENCE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","100","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 596 A] LASER HAUTE PROVENCE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","101","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 596 B] LASER HAUTE PROVENCE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"NO","FXX","102","Vols interdits sauf lorsque la publication d'information aéronautique l'autorise explicitement ou avec l'accord du gestionnaire de la zone lorsqu'il est désigné par l'information aéronautique","[LF][D 596 C] LASER HAUTE PROVENCE","Zone dangereuse","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","103","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 1] BLAYAIS-BRAUD ET SAINT LOUIS","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","104","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 2] CIVAUX","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","105","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 3] GOLFECH","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","106","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 4] LACQ","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","107","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 5] LE BARP","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","108","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 6 -1] FLAMANVILLE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","109","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 6 -2] FLAMANVILLE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","110","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 7] LA HAGUE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","111","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 8] SAINT NAZAIRE MONTOIR AD","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","112","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 9] BUGEY","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","113","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 10] CADARACHE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","114","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 11] CREYS-MALVILLE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","115","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 12] CRUAS-MEYSSE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","116","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 13] FOS SUR MER","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","117","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 14] GRENOBLE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","118","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 15] LYON FEYZIN","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","119","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 16] MARCOULE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","120","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 18] SAINT ALBAN","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","121","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 19] TRICASTIN","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","122","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 20] BELLEVILLE SUR LOIRE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","123","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 21] BRUYERES LE CHATEL","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
"YES","FXX","124","Les aéronefs sans équipage à bord n'évoluent pas à l'intérieur de cette zone, sauf lorsqu'ils respectent les conditions de pénétration publiées","[LF][P 22] CHINON AVOINE","Zone interdite","OTHER",799,"","PROHIBITED","","COMMON","","","","","Autorité mentionnée en ENR 5.1 de l’AIP","","","",""
